star,date,cmt 
4,2019-03-11,중간까진 솔직히 너무 지루했어요.. ㅠ ㅠ구스가 열일했어요그뒤론 볼만한데 약간 ...영웅느낌이 많이 안나더라고요좀 아쉬웠어요  
1,2019-03-11,페미고 뭐고 다 때려치고 영화 자체가 재미가 하나도 없음 액션도 허접하고 몰입감도 허접하고 유머도 허접함 여태까지 봐온 마블영화중 가장 재미없는 영화 이거보고 그린랜턴보면 그린랜턴이 명작이라고 느껴질정도  
5,2019-03-11,눈은 즐거움 근데 진짜 중간에 잠  
6,2019-03-11,"관람객개인적으로는 알리타,아쿠아맨 보다 별로였어요그냥 어벤져스 보기 전에 놓치는 이야기 있을까봐 본 정도...?  "
1,2019-03-11,페미 ㅂ2ㅂ2ㅂ2ㅂ2ㅂ2ㅂ2ㅂ2  
6,2019-03-11,이건 마블과 의리로 봤다  
6,2019-03-11,퍼스트 어벤져 보는 느낌이였음 재미로 따지면 마블 영화들 중 최하위권  
1,2019-03-11,어제 딸이랑 보구 왔습니다. 정말.. 스토리를 떠나... 주인공 안어울리더군요  마지막  전투 씬에서는  영화와 전혀 어울리지 않은 음악때문에  어디서 누군가 휴대폰 울리나 착각이... 그리고 마지말 전투씬은   우주 소녀  아톰이었습니다..  
8,2019-03-11,다 필요 없고 구스 개귀엽다  
10,2019-03-10,댓글보고 그렇게 재미없나? 했는데완전 재미있게 봤는데 엔드게임보기전에 잘 본거같음 쿠키영상은 크~~bb  
10,2019-03-10,너무 너무 재밌었다~~!!!! 한번 더 보고 싶을 정도로ㅎㅎㅎㅎ 보기 전에 괜한 걱정한 것 같다.  
7,2019-03-10,관람객전 중간에 좀 지루하긴 했지만 재밌게 봤어요 ㅋㅋ 좀 어거지같은 전개도 있긴 한거 같은데 머 시원하기로 하구 다음전개 궁금하기도 하구 만족합니다. ㅋㅋㅋ  
8,2019-03-10,관람객캡틴마블 재미있게 잘보았네요~중간 부분이 지루하긴 하지만 처음과 마지막부분은 마블영화답네요  
10,2019-03-10,호주에서 봅니다 괜찮은듯  
10,2019-03-10,극장가서 봤는데 너무 재밌고 멋있어요~~  
10,2019-03-10,어제 봤는데 너무 재밌었어용 ㅎㅎ  
6,2019-03-10,관람객어른들이 볼 영화는 아닌듯  
8,2019-03-10,별점 테러인거같다... 난괜찮던데 영화 좋다  
10,2019-03-10,여성인권 향상에 도움이 되는 영화네요 진짜 감명받았어요브리 화이팅 캡틴마블 화팅  
10,2019-03-10,너무존잼ㅠㅠ 어벤져스 기대돼요  
10,2019-03-10,"세상을 구할, 마블 세계관 최강 히어로의 등장. 흔한 각성의 과정따윈 없다. 처음부터 넘쳐나는 힘을 주체하지 못하는 히어로라니 !!! 정말 멋지고 통쾌합니다 최고!  "
10,2019-03-10,6점대는 아닌것 같은데..  
7,2019-03-10,"관람객재미있게 봤습니다, 어벤져스가 기대됩니다.  "
9,2019-03-10,"ㅋㅋㅋ그냥 재밌던데, 주변에서 재미없다그래서 기대없이 갔다가재밌게 보고 옴 ㅋㅋ역시 영화보기전에는 그냥 기대안하고 뭐든 보는게 최고인듯  "
10,2019-03-10,엔드게임에서도 기대되네요.  
10,2019-03-10,관람객재밌어요 잘봤습니다~~!  
10,2019-03-10,관람객가족과 함께보기 좋은 영화네요~~~  
8,2019-03-10,관람객평점보고 기대안했는데 재밌었어요~~!!!  
10,2019-03-10,관람객잼씀 처음엔 지루한데 나중에는 잼씀  
10,2019-03-10,강추~~멋진 여성히로 탄생  
10,2019-03-10,관람객완전 재밋어요~~대박~~~  
10,2019-03-10,재밌게봤는데 왜그러쥬 ㅠㅠㅠ  
9,2019-03-10,관람객나름 재미가 있었어요~ 어벤져스4를 위한 영화  
10,2019-03-10,관람객진짜 최고에 영화 너무좋았습니다  
8,2019-03-10,고민하다가 직접 보고 왔는데 영화 자체가 욕먹을 정도는 아닌것 같아요 괜찮았어요!  
6,2019-03-10,그래도 마블이니까..라고 너무 기대했나..전투씬에서 배경음악은 안타까울정도.. 꼭 이래야만 했냐..  
4,2019-03-10,마블 영화 중 제일 아쉬움... 아무리 90년대 배경이지만 모든게 촌스러웠음  
8,2019-03-10,관람객볼만한데 댓글수준 짝이없네  
10,2019-03-10,관람객페미라는 단어만 들어도 벌벌 떠는거 넘 우습고 이런 영화가 많아져서 여자 아이들이 자신감을 가지고 자랐으면 좋겠다 역시 마블은 마블.  
8,2019-03-10,다들 실망이라길래 혼자봤는데 저는 재밌더라구여 ㅋㅋ 이이언맨급의 꿀잼은 아니지만 블랙팬서급은 되는듯  
10,2019-03-10,재밌기만 하던걸요 한 번더 볼 예정입니다  
10,2019-03-10,존잼이던디 사람 개많음  
10,2019-03-10,관람객고양이가 주인공입니다. 고양이를 찬양합시다  
10,2019-03-10,여자 히어로는 사기캐면 안되는거냐? 캐럴언니 짱멋!! 90년대 추억의 여성뮤지션들의 주옥같은 노래듣는것도 꽤 쏠쏠한 재미! 당분간 내 bgm은 just a girl이다!!  
10,2019-03-10,진짜 진짜 감동적이고 대사 하나하나가 주옥 같음  
10,2019-03-10,진짜 재밌었는데 왜자꾸 얼굴로만 주인공 판단하시는지 모르겠네요 그리고 페미페미하시는 분들 그냥 보지마시길.. 평론도 쓰지마시고 스무스하게 갑시다ㅋㅋㅋㅋ보러오는 사람들만 몇십 몇만인데 참... 암튼 시간가는줄 모르고봤네여 엔딩게임 기대중!  
10,2019-03-10,관람객존잼 한남들 돈 안드는거 제일 잘하죠?  
10,2019-03-10,"다들 보고나서 평점다시고 비추 누르시는 건가요..? 마블의 골수팬인 제가 봤을 땐 충분히 괜찮았다고 보는데요.영화만 평가하자면 저는 이번에도 “역시 마블”이구나 싶었고, 별 하나짜리 평점에 볼까 말까 고민하시는 분들 고민 말고 보셔도 됩니다.  "
10,2019-03-10,마블 영웅들 중에 최고 강함  
8,2019-03-09,관람객깡패깡패깡패깡패깡패  
10,2019-03-09,관람객잼슴 공백채우기 무슨말하지  
10,2019-03-09,캡틴마블 너무 멋있다! 구스도 귀여워요.  
9,2019-03-09,관람객다음편 앤드게임 기대됩니다.  
10,2019-03-09,마블 영화 별로 안좋아하는데 이건 짱잼이었어요ㅠㅠㅠ  
10,2019-03-09,재밌게 봤어요 캡마 !!!!  
10,2019-03-09,관람객잼있어요.다음편이 기다려져요.  
10,2019-03-09,성차별주의자들 꺼져라  
9,2019-03-09,관람객그래도 어벤져스를 위해서 볼만 했습니다!!!  
10,2019-03-09,관람객고양이가 대박입니다 ㅋㅋㅋㅋ재미있었어요  
10,2019-03-09,너무 재밌어요 왜 평점이 낮은지 모르겠네요 ㅠㅠ  
8,2019-03-09,ㅎㅎ믿고보는마블영화  
6,2019-03-09,관람객댓글보고 걱정했는데 재미있게 봤어요.역시 영화는 내가 보고 나서 판단하는게 좋을듯  
10,2019-03-09,어쩌고저쩌고해도재밌네요  
10,2019-03-09,관람객재밌게 잘보고왔습니다.  
10,2019-03-09,관람객마블영화는 기본타는 하네요  
10,2019-03-09,관람객내가 원하는 절대적 파워속이 다 시원하게 뚤리네요  
10,2019-03-09,시간 가는 줄 모르고 봤습니다 쿠키영상도 좋았어요  
10,2019-03-09,관람객재미있다 캡틴마블! 또 보고싶어용  
10,2019-03-09,관람객재미있게 봤어요 또다른 슈퍼우먼이네요  
10,2019-03-09,관람객재밌게 보기만 했구만 평론가들 납셨네  
8,2019-03-09,"영화 자체의 스토리가 썩 좋은건 아니었다는건 맞는거같습니다만 왜 주연배우의 잘못을 영화 평점에서 표현하나요? 절대 5,6점대 영화가 아닙니다. 네이버 평점 믿지 마세요. 보지도 않고 몰려와서 욕만하는 애들 널렸습니다.  "
10,2019-03-09,나에겐 이제 캡틴은 캡틴마블이 유일합니다....캡틴마블 앓이 중...ㅜㅜ 몇일 뒤에 또 볼거임...너무 재미있고 쉴드의 과거 모습을 볼 수 있어서 재미있었습니다 오랫만에 멋진 히어로물 만나게 된것이 기쁩니다  
10,2019-03-09,"보고 왔는데, 댓글 먼저 봐서 엄청 후회함. 캐 잘봄. 어머님들 좀 애들 핸드폰좀 뺏지. 이런 댓글 못달게. 도대체 작품성 따지면서 히어로 영화 보나? 히어로가 역대 작품성만 생각하고 만든 영화가 몇개되나 히어로 영화가 칸 영화제에 나갈려고 만든건가?  "
10,2019-03-09,평점 테러하지마라 졸잼이다  
4,2019-03-09,능력이 너무 밸런스 붕괴라서 납득도 안되고 무쌍하는 느낌이라 액션도 노잼. 사운드도 뜬금없고 개그도 안웃김. 페미에 대해서는 시대분위기가 납득은 되지만 게임 내내 나오는 오만한 표정연기를 보면서 당시 기득권 백인남성 코스프레 하는 느낌임. 그저그럼.  
4,2019-03-09,거짓말안하고 중간에 꿀잠 잤어요  
1,2019-03-09,진짜 재미 드럽게 없음.. 중간에 뛰쳐나오고 싶었는데 양옆 커플 사이에 껴있어서 참고 봄...  
1,2019-03-09,한마디로 표현해주죠! 만원짜리 하고도 2시간의 노동으로 값진 몇초짜리 어벤져스4 예고편을 보고왔습니다.^^  
1,2019-03-09,좀 많이 재미없었어요 ㅠㅠ  
4,2019-03-09,오늘 보고 왔습니다. 마블빠라 무조건 마블 영화는 관람합니다.   개인적으론 블랙팬서 와 퍼스트 어벤져의 중간 정도급입니다.     마블답지 않게 시종 내내 무거운 느낌이..  캡틴마블이 원래 이렇게 잼없는 캐릭터뎠나 싶네요  
2,2019-03-09,마블영화 같지 않은 마블 영화 실망  
6,2019-03-09,그냥 그랬음 중간에 지루함 쿠키영상 보기위해 기다린듯  
1,2019-03-09,엔드게임이나 기다려야겠군그간 마블의 힘으로 흥행을했군엄청 재미없는건 아니지만볼거리?연출?글쎄.그냥 넷플릭스 마블드라마 수준정리잘~된 그린랜턴 수준옛 캐릭터들의 출연에 반가움정도엔드게임 전에 꼭 봐야할 영화인지는 모르겠음그냥dvd영화  
1,2019-03-09,페미를 떠나서 재미가 없음....  
1,2019-03-09,마블시리즈중 최악!!  
10,2019-03-09,"평점들보고 속지마시고 꼭 보세요 역시 실망시키지 않음 cg좋고 액션신도 시원시원브리라슨, 캡틴마블 개멋있습니다!  "
2,2019-03-09,마블만의 액션씬이 약하고 부족하지 않았나... 재미없었음 ㅠㅠ  
1,2019-03-09,논란을떠나서 재미가졸라게없음  
1,2019-03-09,이런걸... 고양이 밖에 남는게 없다....  
1,2019-03-09,간만에 평점남긴다..  
1,2019-03-09,아니 너무 못생겼다고 마블아  
1,2019-03-09,그냥 페미 어쩌고를 떠나서 노잼인데 cg도 전투씬도 이렇다하게 기억에남을만한 연출이없음; 이걸 재밌다하는사람들은 무슨영화를봐도 흥분되고 손에땀을 쥐게되는사람들일듯;;  
1,2019-03-09,페미고 뭐고 떠나서 재미없었다.. 하품나와서 잤다..마블 히어로물이 이렇게 유치할수가..  
2,2019-03-09,노잼..그냥 엔드게임을 위해 쿠키영상 보러 가는 영화.  
1,2019-03-09,마블코믹스의 아버지인 스탠 리를 모독하는 영화따윈 안본다   그런게 페미이면 패륜  
2,2019-03-09,핵노잼....마블영화치고 이렇게 재미없는영화 처음봣다....  
1,2019-03-09,솔직히 마블이라서 기대했는데 너무 재미가 없었다ㅍㅁ요소를 제외하더라도 스토리 자체도 별로고 이 영화 안봐도 어벤져스 볼 수 있었다고 생각하니까 시간도 아깝다 ㅂㄷㅂㄷ..  
1,2019-03-09,너무 재미없고 지루함.. 영화비 아깝다~ 차라리 그 돈가지고 짜장면 사먹겠다  
1,2019-03-09,리뷰에 별점테러니 뭐니 재밌다되있어서 여혐들이 테러한건지알고 보러옴 페미고 OOO이고 개노잼이니까 걍 보지마라 진지하게 쿠키영상이 제일 재밌더라ㅎㅎ^^ 쿠키영상볼려면 보셈^^  
10,2019-03-08,관람객진짜 최고으 ㅣ마블 히어로ㅠㅠㅠ  
10,2019-03-08,관람객졸라쌤 졸라잼 졸라반전 졸라 지림  
10,2019-03-08,세상은 지금 바뀐다 너 빼고  
8,2019-03-08,"관람객역시 마블, 마블팬이거나 아니거나 이 영화는 봐야한다  "
10,2019-03-08,관람객마블히스토리가 완성된 느낌이드네요  
1,2019-03-08,오프닝과 쿠키영상을 보기위한  2시간짜리 수면제..  
1,2019-03-08,여태껏 봤던 마블 영화중에 제일 재미없었다  
10,2019-03-08,캡마진짜너무멋있었다...  
10,2019-03-08,지루함 일도없이 매우재밌었음  
7,2019-03-08,난 괜찮던데 ㅋㅋㅋ??어벤져스 기다려진다  
2,2019-03-08,OCN어서 일하자저런건 OCn으로 봐야지  
1,2019-03-08,다른건 다 재끼고 유관순 영화랑 극장 점유율 차이는 너무한거 아니냐.  
4,2019-03-08,논란이고 뭐고 모른채로 아무정보도 없이 보고왔는데 솔직히 너무 지루했음 마블다운 느낌도 없고 히어로의 임팩트도 너무 별로였음재미가 아예 없었다고는 못하겠는데 다시 보고싶어지는 영화는 아니었음  
1,2019-03-08,미친패미  최악의 여배우 캐스팅  
6,2019-03-08,그저그랬음...ㅋㅋ  
1,2019-03-08,대실망.... 억지스럽고 황당할따름~  
1,2019-03-08,역대급입니다.반대로....ㅠㅠ  
5,2019-03-08,고양이가 귀여워서 5점이라도 준다  
7,2019-03-08,고양이는 우주에서 가장 위험한 동물입니다.  
6,2019-03-07,기대하고 봤는데.. 이번건 여러모로 좀 약하네. 중간에 지루한 장면 30분쯤 덜어내면 나았을듯.  
6,2019-03-07,캡마안본 눈삽니다..T.T  
7,2019-03-07,CG가 생각보다 넘모 별로고 스토리도 영...마블 스토리가 이제 점점 획일화 되가는듯...  
1,2019-03-07,똑같은 표정.말투.몸짓  
2,2019-03-07,역대 마블 히어로물 중에서 가장 노잼.마지막 쿠키영상 보러 간 것 같다.중간중간에 나오는 웃음코드는 진부하다.  
6,2019-03-07,그럭저럭이긴한데. 아줌마블 이경실마블실화냐?ㅋㅋㅋㄱ존똑  
1,2019-03-07,차라리 스틸왕 엄복동을 다시 보겠습니다...  
1,2019-03-07,영화는 잼나게 봤지만 ... 근대 좀 안 어울리긴 했음 ㅋㅋㅋ 포스가 안나옴^^ 뭔가 약함^^  
1,2019-03-07,페미고 뭐고 영화가 노잼  
1,2019-03-07,완전 재밌어요! ㅋㅋㅋ  
7,2019-03-06,캡아를 생각나게 하는 캡마.. 살짝 지루한 부분도 있지만 무난함. 어디선가 본 장면들. 어디선가 본 내용들의 짜집기. 구스는 귀여움.  
9,2019-03-06,구스 라는 이름의 고양이가 너무 귀엽다. 고양이가 캐리 했다.  ㅋㅋ  
7,2019-03-06,마블특유재미가 떨어진다(맞는말이라고 생각)여주인공 연기가 별로다(별로까지는 아닌데 찰떡은아닌?)cg구리다 (안구리다)개인적으로 어벤저스 1편 비하인드+ 인피니티워 ~엔드게임의 단서? 방향? 제일 재밌게본 마블영화를 10점만점이라고하면캡마는7점!  
8,2019-03-06,영화의 주제는 페미와 난민.  
1,2019-04-14,마블 영화 보면서 첨으로 자버렸네ㄷㄷ  
1,2019-04-14,"불만없지? ..,..  "
1,2019-04-12,재미없고 시간낭비도 돈낭비. 세상잼없드라는.진정 히어로 좋아해서 멍ㅡ때리고 보는데 이건아니자놔~아  
2,2019-04-10,"영상미는 훌륭한데 그것뿐이다, 영웅은 위엄이 없고 스토리는 뻔하다  "
